symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",6.97,$9.46B,2012,Finance,Commercial Banks
SAN,"Banco Santander, S.A.",4.97,$80.7B,NA,Finance,Commercial Banks
SAN^B,"Banco Santander, S.A.",20.65,NA,NA,NA,NA
CIB,BanColombia S.A.,43.98,$10.58B,NA,Finance,Commercial Banks
BXS,BancorpSouth Bank,29.03,$2.89B,NA,Finance,Major Banks
BAC,Bank of America Corporation,29.3,$287.56B,NA,Finance,Major Banks
BAC^A,Bank of America Corporation,25.59,NA,NA,NA,NA
BAC^B,Bank of America Corporation,25.71,NA,NA,NA,NA
BAC^C,Bank of America Corporation,25.75,NA,NA,NA,NA
BAC^E,Bank of America Corporation,21.01,NA,NA,NA,NA
BAC^K,Bank of America Corporation,24.94,NA,NA,NA,NA
BAC^L,Bank of America Corporation,1279.88,NA,NA,NA,NA
BAC^W,Bank of America Corporation,25.75,NA,NA,Finance,Major Banks
BAC^Y,Bank of America Corporation,25.54,NA,NA,Finance,Major Banks
BML^G,Bank of America Corporation,19.2,NA,NA,NA,NA
BML^H,Bank of America Corporation,19.19,NA,NA,NA,NA
BML^J,Bank of America Corporation,21.17,NA,NA,NA,NA
BML^L,Bank of America Corporation,21.19,NA,NA,NA,NA
BOH,Bank of Hawaii Corporation,76.05,$3.18B,NA,Finance,Major Banks
BMO,Bank Of Montreal,72.95,$46.64B,NA,Finance,Commercial Banks
NTB,Bank of N.T. Butterfield & Son Limited (The),34.42,$1.9B,2016,Finance,Commercial Banks
BK,Bank Of New York Mellon Corporation (The),52.66,$52.07B,NA,Finance,Major Banks
BK^C,Bank Of New York Mellon Corporation (The),23.8,NA,NA,NA,NA
BNS,Bank of Nova Scotia (The),55.24,$67.78B,NA,Finance,Major Banks
BKU,"BankUnited, Inc.",33.89,$3.49B,2011,Finance,Savings Institutions
BCS,Barclays PLC,8.57,$36.71B,NA,Finance,Commercial Banks
BBDC,"Barings BDC, Inc.",9.6,$492.33M,NA,NA,NA
MCI,Barings Corporate Investors,15.2,$304.17M,NA,NA,NA
MPV,Barings Participation Investors,15.58,$163.49M,1988,Consumer Services,Miscellaneous
BNED,"Barnes & Noble Education, Inc",5.26,$250.17M,2015,Consumer Services,Other Specialty Stores
BKS,"Barnes & Noble, Inc.",6.36,$464.4M,NA,Consumer Services,Other Specialty Stores
B,"Barnes Group, Inc.",58.17,$2.98B,NA,Capital Goods,Metal Fabrications
GOLD,Barrick Gold Corporation,11.79,$20.65B,NA,Basic Industries,Precious Metals
BAS,"Basic Energy Services, Inc.",5.52,$146.62M,2005,Energy,Oilfield Services/Equipment
BHC,Bausch Health Companies Inc.,23.09,$8.08B,NA,Health Care,Major Pharmaceuticals
BAX,Baxter International Inc.,70.63,$37.59B,NA,Health Care,Medical/Dental Instruments
BTE,Baytex Energy Corp,1.92,$1.06B,NA,Energy,Oil & Gas Production
BBT,BB&T Corporation,49.29,$37.98B,NA,Finance,Major Banks
BBT^D,BB&T Corporation,25.25,NA,NA,NA,NA
BBT^E,BB&T Corporation,24.59,NA,NA,NA,NA
BBT^F,BB&T Corporation,23.6,NA,NA,NA,NA
BBT^G,BB&T Corporation,23.65,NA,NA,NA,NA
BBT^H,BB&T Corporation,25.44,NA,NA,NA,NA
BFR,BBVA Banco Frances S.A.,13.15,$2.69B,NA,Finance,Commercial Banks
BBX,BBX Capital Corporation,6.16,$597.77M,2017,Finance,Real Estate
BCE,"BCE, Inc.",42.04,$37.76B,NA,Public Utilities,Telecommunications Equipment
BZH,"Beazer Homes USA, Inc.",11.62,$382.91M,1994,Capital Goods,Homebuilding
BDX,"Becton, Dickinson and Company",242.08,$65.23B,NA,Health Care,Medical/Dental Instruments
BDXA,"Becton, Dickinson and Company",61.13,NA,NA,Health Care,Medical/Dental Instruments
BDC,Belden Inc,52.87,$2.13B,NA,Basic Industries,Telecommunications Equipment
BDC^B,Belden Inc,72.59,NA,NA,NA,NA
BXE,Bellatrix Exploration Ltd,0.4444,$35.96M,NA,Energy,Oil & Gas Production
BEL,Belmond Ltd.,24.82,$2.54B,NA,Consumer Services,Hotels/Resorts
BMS,"Bemis Company, Inc.",47.34,$4.31B,NA,Consumer Durables,Containers/Packaging
BHE,"Benchmark Electronics, Inc.",23.98,$1.05B,NA,Technology,Electrical Products
BRK.A,Berkshire Hathaway Inc.,NA,NA,NA,NA,NA
BRK.B,Berkshire Hathaway Inc.,NA,NA,NA,NA,NA
BHLB,"Berkshire Hills Bancorp, Inc.",28.7,$1.3B,NA,Finance,Banks
BERY,"Berry Global Group, Inc.",50.42,$6.62B,2012,Consumer Non-Durables,Plastic Products
BBY,"Best Buy Co., Inc.",58.71,$15.8B,NA,Consumer Services,Consumer Electronics/Video Chains
BSTI,BEST Inc.,5.11,$1.98B,2017,Transportation,Trucking Freight/Courier Services
BHP,BHP Group Limited,48.04,$121.49B,NA,Basic Industries,Precious Metals
BBL,BHP Group Plc,41.93,$106.04B,NA,Energy,Coal Mining
BIG,"Big Lots, Inc.",31.88,$1.28B,NA,Consumer Services,Department/Specialty Retail Stores
BH,Biglari Holdings Inc.,122.67,$253.65M,2018,Consumer Services,Restaurants
BH.A,Biglari Holdings Inc.,NA,NA,NA,NA,NA
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,36.85,$1.63B,2017,Health Care,Major Pharmaceuticals
BIO,"Bio-Rad Laboratories, Inc.",239.65,$7.18B,NA,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BIO.B,"Bio-Rad Laboratories, Inc.",NA,NA,NA,NA,NA
BITA,Bitauto Holdings Limited,19.02,$1.38B,2010,Technology,EDP Services
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",24.6,$3.37B,2018,Consumer Services,Department/Specialty Retail Stores
BKH,Black Hills Corporation,65.65,$3.94B,NA,Public Utilities,Electric Utilities: Central
BKI,"Black Knight, Inc.",48.59,$7.26B,2017,Technology,Computer Software: Prepackaged Software
BSM,"Black Stone Minerals, L.P.",16.42,$3.36B,2015,Energy,Oil & Gas Production
BB,BlackBerry Limited,7.86,$4.3B,NA,Technology,Computer Software: Prepackaged Software
BGIO,BlackRock 2022 Global Income Opportunity Trust,8.68,$192.08M,2017,NA,NA
BFZ,BlackRock California Municipal Income Trust,12.4,$395.6M,2001,NA,NA
CII,Blackrock Capital and Income Strategies Fund Inc,15.15,$668.44M,2004,NA,NA
BHK,Blackrock Core Bond Trust,12.62,$680.66M,2001,NA,NA
HYT,"Blackrock Corporate High Yield Fund, Inc.",9.79,$1.22B,2003,NA,NA
BTZ,BlackRock Credit Allocation Income Trust,11.66,$1.24B,2006,NA,NA
DSU,"Blackrock Debt Strategies Fund, Inc.",10.38,$548.67M,1998,NA,NA
BGR,BlackRock Energy and Resources Trust,11.9,$354.92M,2004,NA,NA
BDJ,Blackrock Enhanced Equity Dividend Trust,8.37,$1.57B,2005,NA,NA
EGF,"Blackrock Enhanced Government Fund, Inc",13,$75.99M,2005,NA,NA
FRA,Blackrock Floating Rate Income Strategies Fund Inc,12.43,$462.8M,2003,NA,NA
BFO,Blackrock Florida Municipal 2020 Term Trust,14.19,$78.93M,2003,NA,NA
BGT,Blackrock Global,11.99,$283.77M,2004,NA,NA
BOE,Blackrock Global,10.22,$704.28M,2005,NA,NA
BME,Blackrock Health Sciences Trust,38.83,$364.24M,2005,NA,NA
BAF,BlackRock Income Investment Quality Trust,13.19,$115.4M,2002,NA,NA
BKT,BlackRock Income Trust Inc. (The),5.79,$369.39M,NA,NA,NA
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.34,$582.32M,2007,NA,NA
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),13.59,$233.56M,1993,NA,NA
BTA,BlackRock Long-Term Municipal Advantage Trust,11.36,$152.48M,2006,NA,NA
BZM,BlackRock Maryland Municipal Bond Trust,14.2545,$29.67M,2002,NA,NA
MHE,BlackRock Massachusetts Tax-Exempt Trust,11.84,$28.07M,1993,NA,NA
BIT,BlackRock Multi-Sector Income Trust,16.09,$610.56M,2013,NA,NA
MUI,Blackrock Muni Intermediate Duration Fund Inc,13.1,$501.68M,2003,NA,NA
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,12.9,$54.31M,2003,NA,NA
MUA,"Blackrock MuniAssets Fund, Inc.",13.7,$493.31M,1993,NA,NA
BKK,Blackrock Municipal 2020 Term Trust,14.86,$300.72M,2003,NA,NA
BBK,Blackrock Municipal Bond Trust,14.02,$147.53M,2002,NA,NA
BBF,BlackRock Municipal Income Investment Trust,12.66,$129.37M,NA,NA,NA
BYM,Blackrock Municipal Income Quality Trust,12.9,$340.64M,2002,NA,NA
BFK,BlackRock Municipal Income Trust,12.77,$572.31M,NA,NA,NA
BLE,BlackRock Municipal Income Trust II,13.46,$316.71M,2002,NA,NA
BTT,BlackRock Municipal Target Term Trust Inc. (The),21.56,$1.52B,2012,NA,NA
MEN,"Blackrock MuniEnhanced Fund, Inc.",10.27,$304.44M,1989,NA,NA
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",12.8,$524.83M,1998,NA,NA
MUH,"Blackrock MuniHoldings Fund II, Inc.",13.5435,$153.28M,1998,NA,NA
MHD,"Blackrock MuniHoldings Fund, Inc.",15.24,$215.91M,1997,NA,NA
MFL,Blackrock MuniHoldings Investment Quality Fund,12.84,$486.59M,1997,NA,NA
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",12.88,$388.38M,1998,NA,NA
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",12.22,$380.43M,1997,NA,NA
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",11.95,$269.06M,NA,NA,NA
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",11.78,$153.32M,1998,NA,NA
MVT,"Blackrock MuniVest Fund II, Inc.",14.19,$300.73M,1993,NA,NA
MYC,"Blackrock MuniYield California Fund, Inc.",13.45,$288.09M,1992,NA,NA
MCA,"Blackrock MuniYield California Insured Fund, Inc.",13.01,$447.62M,1992,NA,NA
MYD,"Blackrock MuniYield Fund, Inc.",13.28,$621.04M,1991,NA,NA
MYF,Blackrock MuniYield Investment Fund,13.12,$179.51M,1992,NA,NA
MFT,Blackrock MuniYield Investment QualityFund,12.84,$108.82M,1992,NA,NA
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",12.78,$378.01M,1992,NA,NA
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",13.34,$322.27M,1992,NA,NA
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",11.81,$467.52M,1992,NA,NA
MPA,Blackrock MuniYield Pennsylvania Quality Fund,13.1,$174.92M,1992,NA,NA
MQT,"Blackrock MuniYield Quality Fund II, Inc.",11.78,$265.73M,1992,NA,NA
MYI,"Blackrock MuniYield Quality Fund III, Inc.",12.14,$826.55M,NA,NA,NA
MQY,"Blackrock MuniYield Quality Fund, Inc.",13.4857,$414.01M,1992,NA,NA
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,12.5,$162.04M,NA,NA,NA
BQH,Blackrock New York Municipal Bond Trust,13.26,$37.13M,2002,NA,NA
BSE,Blackrock New York Municipal Income Quality Trust,12.5853,$82.05M,2002,NA,NA
BFY,BlackRock New York Municipal Income Trust II,12.91,$64.61M,2002,NA,NA
BCX,BlackRock Resources,7.74,$758.82M,2011,NA,NA
BST,BlackRock Science and Technology Trust,30.19,$675.39M,2014,NA,NA
BSD,BlackRock Strategic Municipal Trust Inc. (The),12.49,$91.26M,1999,NA,NA
BUI,"BlackRock Utility, Infrastructure & Power Opportun",19.77,$334.52M,2011,NA,NA
BHV,BlackRock Virginia Municipal Bond Trust,15.43,$24.75M,2002,NA,NA
BLK,"BlackRock, Inc.",419.45,$66.56B,1999,Finance,Investment Bankers/Brokers/Service
BGB,Blackstone / GSO Strategic Credit Fund,14.15,$632M,2012,NA,NA
BGX,Blackstone GSO Long Short Credit Income Fund,14.73,$187.1M,2011,NA,NA
BSL,Blackstone GSO Senior Floating Rate Term Fund,16.01,$244.17M,2010,NA,NA
BE,Bloom Energy Corporation,12.67,$1.39B,2018,Energy,Industrial Machinery/Components
APRN,"Blue Apron Holdings, Inc.",1.4,$271.25M,2017,Consumer Services,Catalog/Specialty Distribution
BCRH,Blue Capital Reinsurance Holdings Ltd.,6.4,$56.11M,2013,Finance,Property-Casualty Insurers
BXG,Bluegreen Vacations Corporation,13.4,$1B,2017,Finance,Real Estate
BXC,BlueLinx Holdings Inc.,27.57,$256.23M,2004,Capital Goods,Wholesale Distributors
BA,Boeing Company (The),364.73,$207.12B,NA,Capital Goods,Aerospace
BCC,"Boise Cascade, L.L.C.",26.17,$1.02B,2013,Consumer Services,RETAIL: Building Materials
BCEI,"Bonanza Creek Energy, Inc.",24.7,$507.44M,2017,Energy,Oil & Gas Production
BOOT,"Boot Barn Holdings, Inc.",22.85,$647.34M,2014,Consumer Services,Clothing/Shoe/Accessory Stores
BAH,Booz Allen Hamilton Holding Corporation,47.59,$6.77B,2010,Consumer Services,Professional Services
BWA,BorgWarner Inc.,40.62,$8.46B,NA,Capital Goods,Auto Parts:O.E.M.
SAM,"Boston Beer Company, Inc. (The)",240.9,$2.8B,NA,Consumer Non-Durables,Beverages (Production/Distribution)
BXP,"Boston Properties, Inc.",121.52,$18.77B,1997,Consumer Services,Real Estate Investment Trusts
BXP^B,"Boston Properties, Inc.",23.81,NA,NA,NA,NA
BSX,Boston Scientific Corporation,37.69,$52.16B,NA,Health Care,Medical/Dental Instruments
BOX,"Box, Inc.",19.88,$2.85B,2015,Technology,Computer Software: Prepackaged Software
BYD,Boyd Gaming Corporation,26.71,$3B,1993,Consumer Services,Hotels/Resorts
BPMP,BP Midstream Partners LP,16.85,$1.77B,2017,Energy,Natural Gas Distribution
BP,BP p.l.c.,40.76,$137.64B,NA,Energy,Integrated oil Companies
BPT,BP Prudhoe Bay Royalty Trust,25.02,$535.43M,NA,Energy,Integrated oil Companies
BRC,Brady Corporation,45.94,$2.41B,NA,Consumer Durables,Miscellaneous manufacturing industries
BHR,Braemar Hotels & Resorts Inc.,10.09,$328.05M,2013,Consumer Services,Real Estate Investment Trusts
BHR^B,Braemar Hotels & Resorts Inc.,18.07,NA,NA,NA,NA
BHR^D,Braemar Hotels & Resorts Inc.,23.741,NA,NA,NA,NA
BDN,Brandywine Realty Trust,14.22,$2.54B,NA,Consumer Services,Real Estate Investment Trusts
BWG,BrandywineGLOBAL Global Income Opportunities Fund,10.92,$229.21M,2012,NA,NA
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.19,$225.43M,NA,Consumer Non-Durables,Farming/Seeds/Milling
BAK,Braskem S.A.,24.71,$9.83B,NA,Basic Industries,Major Chemicals
BRFS,BRF S.A.,6.4,$5.19B,NA,Consumer Non-Durables,Meat/Poultry/Fish
BPI,"Bridgepoint Education, Inc.",8.08,$219.31M,2009,Consumer Services,Other Consumer Services
BGG,Briggs & Stratton Corporation,14.41,$610.82M,NA,Energy,Industrial Machinery/Components
BFAM,Bright Horizons Family Solutions Inc.,117.06,$6.8B,2013,Miscellaneous,Other Consumer Services
BEDU,Bright Scholar Education Holdings Limited,11.34,$1.41B,2017,Consumer Services,Other Consumer Services
BSA,BrightSphere Investment Group plc,21.94,NA,2016,Finance,Investment Managers
BSIG,BrightSphere Investment Group plc,11.89,$1.26B,2014,Finance,Investment Managers
BV,"BrightView Holdings, Inc.",14.35,$1.5B,2018,Consumer Non-Durables,Farming/Seeds/Milling
EAT,"Brinker International, Inc.",48.57,$1.87B,NA,Consumer Services,Restaurants
BCO,Brink&#39;s Company (The),72.39,$3.66B,NA,Transportation,Oil Refining/Marketing
BMY,Bristol-Myers Squibb Company,50.12,$81.82B,NA,Health Care,Major Pharmaceuticals
BRS,Bristow Group Inc,3.37,$120.64M,NA,Transportation,Transportation Services
BTI,British American Tobacco p.l.c.,32.9,$75.47B,NA,Consumer Non-Durables,Farming/Seeds/Milling
BRX,Brixmor Property Group Inc.,16.23,$4.87B,2013,Consumer Services,Real Estate Investment Trusts
BR,"Broadridge Financial Solutions, Inc.",101.31,$11.83B,NA,Miscellaneous,Business Services
BKD,Brookdale Senior Living Inc.,8,$1.5B,2005,Health Care,Hospital/Nursing Management
BAM,Brookfield Asset Management Inc,42.16,$41.89B,NA,Consumer Services,Building operators
BBU,Brookfield Business Partners L.P.,33.72,$2.23B,2016,Basic Industries,Engineering & Construction
DTLA^,Brookfield DTLA Inc.,20.95,NA,NA,NA,NA
INF,Brookfield Global Listed Infrastructure Income Fund,11.42,$157.59M,NA,NA,NA
BIP,Brookfield Infrastructure Partners LP,39.17,$10.85B,NA,Consumer Services,Marine Transportation
RA,Brookfield Real Assets Income Fund Inc.,20.37,$743.26M,2016,NA,NA
BEP,Brookfield Renewable Partners L.P.,28.51,$5.1B,NA,Public Utilities,Electric Utilities: Central
BRO,"Brown & Brown, Inc.",28.64,$8.09B,NA,Finance,Specialty Insurers
BF.A,Brown Forman Corporation,NA,NA,NA,NA,NA
BF.B,Brown Forman Corporation,NA,NA,NA,NA,NA
BRT,BRT Apartments Corp.,13.19,$207.8M,NA,Consumer Services,Real Estate Investment Trusts
BC,Brunswick Corporation,50.34,$4.37B,NA,Energy,Industrial Machinery/Components
BC^A,Brunswick Corporation,25.01,NA,NA,NA,NA
BC^B,Brunswick Corporation,25.05,NA,NA,NA,NA
BT,BT Group plc,15.4,$30.56B,NA,Public Utilities,Telecommunications Equipment
BPL,Buckeye Partners L.P.,32.06,$4.93B,1986,Energy,Natural Gas Distribution
BKE,"Buckle, Inc. (The)",18.12,$888.21M,NA,Consumer Services,Clothing/Shoe/Accessory Stores
BVN,Buenaventura Mining Company Inc.,15.17,$3.85B,1996,Basic Industries,Precious Metals
BBW,"Build-A-Bear Workshop, Inc.",5.14,$76.87M,2004,Consumer Services,Recreational Products/Toys
BG,Bunge Limited,53.03,$7.48B,2001,Consumer Non-Durables,Packaged Foods
BURL,"Burlington Stores, Inc.",169.47,$11.42B,2013,Consumer Services,Department/Specialty Retail Stores
BWXT,"BWX Technologies, Inc.",44.2,$4.36B,NA,Energy,Industrial Machinery/Components
BY,"Byline Bancorp, Inc.",17.84,$647.8M,2017,Finance,Major Banks
CJ,"C&J Energy Services, Inc",16.18,$1.09B,2017,Energy,Oilfield Services/Equipment
GYB,CABCO Series 2004-101 Trust,20.93,NA,NA,Finance,Finance: Consumer Services
PFH,CABCO Series 2004-101 Trust,8.1807,NA,NA,Finance,Finance: Consumer Services
CABO,"Cable One, Inc.",850.58,$4.85B,2015,Consumer Services,Television Services
CBT,Cabot Corporation,47.64,$2.86B,NA,Basic Industries,Major Chemicals
COG,Cabot Oil & Gas Corporation,25.62,$11.05B,1990,Energy,Oil & Gas Production
CACI,"CACI International, Inc.",154.93,$3.85B,NA,Technology,EDP Services
WHD,"Cactus, Inc.",32.22,$2.41B,2018,Energy,Metal Fabrications
CADE,Cadence Bancorporation,18.94,$2.52B,2017,Finance,Major Banks
CAE,CAE Inc,20.29,$5.38B,NA,Miscellaneous,Industrial Machinery/Components
CAI,"CAI International, Inc.",24.99,$482.46M,NA,Technology,Diversified Commercial Services
CAI^A,"CAI International, Inc.",24.59,NA,NA,NA,NA
CAI^B,"CAI International, Inc.",24.495,NA,NA,NA,NA
CAL,"Caleres, Inc.",30.2,$1.29B,NA,Consumer Non-Durables,Shoe Manufacturing
CRC,California Resources Corporation,21.94,$1.07B,2014,Energy,Oil & Gas Production
CWT,California Water  Service Group Holding,47.24,$2.27B,NA,Public Utilities,Water Supply
CALX,"Calix, Inc",10.19,$541.4M,2010,Consumer Services,Telecommunications Equipment
ELY,Callaway Golf Company,16.98,$1.6B,1992,Consumer Non-Durables,Recreational Products/Toys
CPE,Callon Petroleum Company,8.26,$1.88B,NA,Energy,Oil & Gas Production
CPE^A,Callon Petroleum Company,51.25,NA,NA,Energy,Oil & Gas Production
CBM,Cambrex Corporation,43.54,$1.46B,1987,Health Care,Major Pharmaceuticals
CPT,Camden Property Trust,91.93,$8.56B,1993,Consumer Services,Real Estate Investment Trusts
CCJ,Cameco Corporation,11.86,$4.69B,1996,Basic Industries,Precious Metals
CPB,Campbell Soup Company,35.49,$10.68B,NA,Consumer Non-Durables,Packaged Foods
CWH,"Camping World Holdings, Inc.",16.03,$1.41B,2016,Consumer Durables,Automotive Aftermarket
GOOS,Canada Goose Holdings Inc.,50.08,$2.95B,2017,Consumer Non-Durables,Apparel
CM,Canadian Imperial Bank of Commerce,82.7,$36.63B,NA,Finance,Commercial Banks
CNI,Canadian National Railway Company,82.38,$59.91B,NA,Transportation,Railroads
CNQ,Canadian Natural Resources Limited,27.5,$33.17B,NA,Energy,Oil & Gas Production
CP,Canadian Pacific Railway Limited,197.48,$28.11B,NA,Transportation,Railroads
CANG,Cango Inc.,7.05,$1.07B,2018,NA,NA
CNNE,"Cannae Holdings, Inc.",18.28,$1.31B,2017,Consumer Services,Restaurants
CAJ,"Canon, Inc.",28.17,$30.42B,NA,Miscellaneous,Industrial Machinery/Components
CGC,Canopy Growth Corporation,43.52,$14.92B,NA,Consumer Durables,Specialty Chemicals
CMD,Cantel Medical Corp.,79.13,$3.3B,NA,Health Care,Medical/Dental Instruments
COF,Capital One Financial Corporation,84.97,$40.25B,1994,Finance,Major Banks
COF^C,Capital One Financial Corporation,25.5,NA,NA,Finance,Major Banks
COF^D,Capital One Financial Corporation,25.89,NA,NA,NA,NA
COF^F,Capital One Financial Corporation,25.87,NA,NA,NA,NA
COF^G,Capital One Financial Corporation,22.92,NA,NA,NA,NA
COF^H,Capital One Financial Corporation,25.22,NA,NA,NA,NA
COF^P,Capital One Financial Corporation,25.19,NA,NA,NA,NA
CSU,Capital Senior Living Corporation,8.04,$251.46M,1997,Health Care,Hospital/Nursing Management
BXMT,"Capital Trust, Inc.",33.33,$4.03B,NA,Consumer Services,Real Estate Investment Trusts
CIC,Capitol Investment Corp. IV,10.029,$504.58M,2017,Finance,Business Services
CIC.U,Capitol Investment Corp. IV,NA,NA,2017,NA,NA
CIC.WS,Capitol Investment Corp. IV,NA,NA,NA,NA,NA
CPRI,Capri Holdings Limited,42.42,$6.47B,2011,Consumer Non-Durables,Apparel
CMO,Capstead Mortgage Corporation,7.18,$652.86M,NA,Consumer Services,Real Estate Investment Trusts
CMO^E,Capstead Mortgage Corporation,24.58,NA,NA,NA,NA
CRR,"Carbo Ceramics, Inc.",4.9,$135.85M,NA,Capital Goods,Industrial Machinery/Components
CAH,"Cardinal Health, Inc.",49.05,$14.61B,NA,Health Care,Other Pharmaceuticals
CRCM,"Care.com, Inc.",23.45,$745.63M,2014,Consumer Services,Other Consumer Services
CSL,Carlisle Companies Incorporated,108.72,$6.47B,NA,Basic Industries,Specialty Chemicals
KMX,CarMax Inc,61.92,$10.53B,NA,Consumer Durables,Automotive Aftermarket
CCL,Carnival Corporation,54.88,$39.81B,1987,Consumer Services,Marine Transportation
CUK,Carnival Corporation,54.3,$39.04B,NA,Consumer Services,Marine Transportation
CRS,Carpenter Technology Corporation,43.58,$2.06B,NA,Basic Industries,Steel/Iron Ore
CSV,"Carriage Services, Inc.",19.63,$376.4M,NA,Consumer Services,Other Consumer Services
CARS,Cars.com Inc.,24.98,$1.71B,2017,Technology,EDP Services
CRI,"Carter&#39;s, Inc.",82.21,$3.77B,2003,Consumer Non-Durables,Apparel
CVNA,Carvana Co.,36.91,NA,2017,Consumer Durables,Automotive Aftermarket
CSLT,"Castlight Health, inc.",2.63,$367.49M,2014,Technology,EDP Services
CTLT,"Catalent, Inc.",35.61,$5.18B,2014,Health Care,Major Pharmaceuticals
CTT,"CatchMark Timber Trust, Inc.",8.47,$415.26M,2013,Consumer Services,Real Estate Investment Trusts
CAT,"Caterpillar, Inc.",136.6,$80.61B,NA,Capital Goods,Construction/Ag Equipment/Trucks
CATO,Cato Corporation (The),15.7,$386.35M,NA,Consumer Services,Clothing/Shoe/Accessory Stores
CBZ,"CBIZ, Inc.",20.26,$1.12B,NA,Miscellaneous,Business Services
CBL,"CBL & Associates Properties, Inc.",2.42,$417.86M,1993,Consumer Services,Real Estate Investment Trusts
